item_id,dataset,model_type,variant,similarity,nli_ok,ent_fwd,ent_bwd,con_fwd,ref_flipped,original_output,rewrite_pred,ref_orig,ref_new,refusal,stratum,sampling_weight
it121,sst2,bert,specific,0.6166678,False,0.01889433,0.000744599,0.918419,True,0,1.0,0,1,False,000,2.2866666666666666
it122,sst2,bert,specific,0.8164724,False,0.0011473976,0.0063965563,0.99313813,True,0,1.0,0,1,False,100,0.7622222222222221
it078,imdb,bert,specific,0.81218696,False,0.2253689,0.00015922071,0.7464943,True,0,1.0,0,1,False,100,0.7622222222222221
it028,ag_news,bert,generic,0.5226417,False,0.028405676,0.7128661,0.9589792,False,3,2.0,3,3,False,001,0.7622222222222221
it127,sst2,bert,specific,0.3540272,False,0.23960423,0.032717563,0.18082948,True,0,1.0,0,1,False,000,2.2866666666666666
it099,imdb,roberta,specific,0.87394905,False,0.22339271,0.0038715967,0.006094614,False,0,1.0,1,1,False,101,0.7622222222222221
it064,imdb,bert,specific,0.7080407,False,0.9803877,0.3849776,0.0013309153,True,0,1.0,0,1,False,000,2.2866666666666666
it093,imdb,roberta,specific,0.8061438,False,0.029393991,0.010768568,0.7840679,True,0,1.0,0,1,False,100,0.7622222222222221
it160,sst2,roberta,specific,0.96803993,False,0.116636105,0.0025894055,0.64695096,True,0,1.0,0,1,False,100,0.7622222222222221
it074,imdb,bert,specific,0.77210516,False,0.11493727,0.001850889,0.121172756,True,0,1.0,0,1,False,100,0.7622222222222221
it105,imdb,roberta,specific,0.8406209,False,0.00011667818,0.0002742239,0.9994349,True,0,1.0,0,1,False,100,0.7622222222222221
it067,imdb,bert,specific,0.7356558,False,0.18296836,0.011302421,0.61266947,False,0,1.0,0,0,False,001,0.7622222222222221
it108,imdb,roberta,specific,0.83337075,False,0.36371765,0.4868217,0.0995342,True,0,1.0,0,1,False,100,0.7622222222222221
it070,imdb,bert,specific,0.80499685,False,0.64981353,0.041418806,0.017130693,True,0,1.0,0,1,False,100,0.7622222222222221
it051,ag_news,roberta,generic,0.94906116,False,0.121420875,0.034796163,0.8502243,False,1,0.0,1,1,False,101,0.7622222222222221
it112,imdb,roberta,specific,0.7360585,False,0.00041973765,0.000108730776,0.9986859,False,0,1.0,0,0,False,001,0.7622222222222221
it020,ag_news,bert,generic,0.8931591,True,0.65024483,0.97655904,0.32649496,False,2,1.0,2,2,False,111,2.2866666666666666
it149,sst2,roberta,specific,0.88668245,False,0.0001045614,0.00019821808,0.9996111,True,0,1.0,0,1,False,100,0.7622222222222221
it142,sst2,bert,generic,0.8785488,False,0.14162713,0.15194893,0.5502807,False,1,0.0,1,1,False,101,0.7622222222222221
it052,ag_news,roberta,generic,0.82961786,False,0.38764325,0.002758347,0.0006839195,False,2,3.0,2,2,False,101,0.7622222222222221
it156,sst2,roberta,specific,0.5107011,False,0.041368313,0.005145391,0.31933224,True,0,1.0,0,1,False,000,2.2866666666666666
it012,ag_news,bert,specific,0.76555675,False,0.51864123,0.0015359051,0.004090479,False,1,0.0,1,1,False,101,0.7622222222222221
it031,ag_news,roberta,specific,0.1121337,False,0.024724968,0.017275173,0.003043675,True,3,1.0,3,1,False,000,2.2866666666666666
it086,imdb,roberta,specific,0.81395817,False,0.020641474,0.00020645371,0.9638885,True,0,1.0,0,1,False,100,0.7622222222222221
it143,sst2,bert,generic,0.8705893,True,0.935984,0.9408849,0.0015967705,True,0,1.0,0,1,False,110,0.7622222222222221
it011,ag_news,bert,specific,0.3418201,False,0.0021416966,0.0043438016,0.9926963,True,0,1.0,3,1,False,000,2.2866666666666666
it080,imdb,bert,generic,0.8283936,False,0.015457382,0.5321515,0.00849338,False,0,1.0,0,0,False,101,0.7622222222222221
it044,ag_news,roberta,specific,0.5073827,False,0.0073564705,0.00040415497,0.07583908,True,2,1.0,2,1,False,000,2.2866666666666666
it021,ag_news,bert,generic,0.42634815,True,0.98190504,0.97589535,0.012021038,True,3,1.0,3,2,False,010,0.7622222222222221
it107,imdb,roberta,specific,0.9635603,False,0.00015577849,0.00028264622,0.9991992,True,0,1.0,0,1,False,100,0.7622222222222221
it168,sst2,roberta,generic,0.95141697,False,0.27073416,0.63480324,0.4678378,True,1,0.0,1,0,False,100,0.7622222222222221
it075,imdb,bert,specific,0.7832718,False,0.0009649863,0.00028351034,0.9940951,True,0,1.0,0,1,False,100,0.7622222222222221
it024,ag_news,bert,generic,0.7873658,True,0.93429804,0.6965904,0.007343043,True,1,0.0,1,0,False,110,0.7622222222222221
it113,imdb,roberta,specific,0.83162045,False,0.8199701,0.02776646,0.07163459,True,0,1.0,0,1,False,100,0.7622222222222221
it166,sst2,roberta,generic,0.6985324,True,0.9668265,0.9758021,0.0017339069,True,1,0.0,1,0,False,010,0.7622222222222221
it085,imdb,bert,generic,0.2544827,False,0.47260964,0.5482813,0.0071819304,False,0,1.0,0,0,True,001,0.7622222222222221
it169,sst2,roberta,generic,0.6723957,False,0.21822375,0.86877555,0.52853405,False,0,1.0,0,0,False,001,0.7622222222222221
it095,imdb,roberta,specific,0.90579164,False,0.18567435,0.00042374,0.7233379,True,0,1.0,0,1,False,100,0.7622222222222221
it175,sst2,roberta,generic,0.88998735,False,0.21535164,0.4965923,0.12881036,True,1,0.0,1,0,False,100,0.7622222222222221
it088,imdb,roberta,specific,0.78951454,False,0.9736096,0.0027697298,0.0017124191,True,0,1.0,0,1,False,100,0.7622222222222221
it135,sst2,bert,generic,0.42510697,False,0.8959614,0.43563703,0.0020353924,False,0,1.0,0,0,False,001,0.7622222222222221
it082,imdb,bert,generic,0.7895702,False,0.17351142,0.039185286,0.73014414,False,0,1.0,0,0,False,101,0.7622222222222221
it125,sst2,bert,specific,0.6175505,True,0.90802574,0.96409756,0.0048654173,False,0,1.0,0,0,False,011,0.7622222222222221
it025,ag_news,bert,generic,0.39603937,False,0.0029277191,0.008347325,0.9940798,True,0,3.0,0,3,True,000,2.2866666666666666
it171,sst2,roberta,generic,0.7398129,False,0.21692827,0.08120826,0.6412411,True,0,1.0,0,1,False,000,2.2866666666666666
it170,sst2,roberta,generic,0.8660097,False,0.03548687,0.10218604,0.87745136,True,1,0.0,1,0,False,100,0.7622222222222221
it172,sst2,roberta,generic,0.5541582,True,0.99469084,0.98476416,0.00030206284,True,0,1.0,0,1,False,010,0.7622222222222221
it148,sst2,roberta,specific,0.691574,False,0.0007935107,0.0007063952,0.99582905,True,0,1.0,0,1,False,000,2.2866666666666666
it092,imdb,roberta,specific,0.75410914,True,0.80277103,0.7967384,0.16922367,False,0,1.0,0,0,False,111,2.2866666666666666
it144,sst2,bert,generic,0.6164777,True,0.9193895,0.6897539,0.03162969,False,0,1.0,0,0,False,011,0.7622222222222221
it057,imdb,bert,specific,0.60710603,False,0.2631652,0.0042749564,0.047873396,True,0,1.0,0,1,False,000,2.2866666666666666
it100,imdb,roberta,specific,0.83823645,True,0.72381806,0.7746825,0.0011263681,True,0,1.0,0,1,False,110,0.7622222222222221
it009,ag_news,bert,specific,0.27022356,False,0.01539246,0.025821976,0.00055298244,True,3,0.0,3,0,False,000,2.2866666666666666
it126,sst2,bert,specific,0.2392554,False,0.011993394,0.18197505,0.8413348,True,1,0.0,1,0,False,000,2.2866666666666666
it097,imdb,roberta,specific,0.8053871,False,0.00023379203,0.00010870076,0.99797803,True,0,1.0,0,1,False,100,0.7622222222222221
it014,ag_news,bert,specific,0.29622144,False,0.04260552,0.0054379543,0.095551,True,0,1.0,0,1,False,000,2.2866666666666666
it150,sst2,roberta,specific,0.94104,False,0.019037139,0.02429065,0.9384995,True,0,1.0,0,1,False,100,0.7622222222222221
it072,imdb,bert,specific,0.6779946,False,0.102295935,0.20882533,0.020865334,True,0,1.0,0,1,False,000,2.2866666666666666
it084,imdb,bert,generic,0.7651781,True,0.9455981,0.93008196,0.0021072982,True,0,1.0,0,1,False,110,0.7622222222222221
it104,imdb,roberta,specific,0.8373225,False,0.3261735,0.06038759,0.12548769,True,0,1.0,0,1,False,100,0.7622222222222221
it055,ag_news,roberta,generic,0.8426482,False,0.10639332,0.9009598,0.23078094,False,3,2.0,3,3,False,101,0.7622222222222221
it060,imdb,bert,specific,0.8496001,False,0.7616058,0.40527198,0.08261882,True,0,1.0,0,1,False,100,0.7622222222222221
it103,imdb,roberta,specific,0.80054194,True,0.86379,0.9890653,0.00171905,True,0,1.0,0,1,False,110,0.7622222222222221
it145,sst2,roberta,specific,0.4787991,False,0.0022213792,0.009222169,0.9872153,True,0,1.0,0,1,False,000,2.2866666666666666
it076,imdb,bert,specific,0.75176984,False,0.32587305,0.0040900894,0.17173173,False,0,1.0,0,0,False,101,0.7622222222222221
it151,sst2,roberta,specific,0.60953104,False,0.28273308,0.013185105,0.37634504,False,0,1.0,0,0,False,001,0.7622222222222221
it029,ag_news,bert,generic,0.28080818,False,0.40031832,0.04441575,0.06430849,True,0,3.0,0,3,True,000,2.2866666666666666
it081,imdb,bert,generic,0.8169861,True,0.9799247,0.980254,0.0010752204,False,0,1.0,0,0,False,111,2.2866666666666666
it003,ag_news,bert,specific,0.27444077,False,0.48332188,0.14290823,0.029855328,True,0,1.0,0,1,False,000,2.2866666666666666
it050,ag_news,roberta,generic,0.604988,False,0.6558807,0.012980843,0.3323677,False,1,2.0,1,1,False,001,0.7622222222222221
it018,ag_news,bert,specific,0.3244027,False,0.097418986,0.015313128,0.13616134,True,2,1.0,2,1,False,000,2.2866666666666666
it109,imdb,roberta,specific,0.77037513,False,0.0006338067,0.0005354638,0.99783295,True,0,1.0,0,1,False,100,0.7622222222222221
it043,ag_news,roberta,specific,0.4575749,False,0.0013319984,0.977806,0.0012261053,False,2,1.0,1,1,False,001,0.7622222222222221
it118,imdb,roberta,generic,0.7614052,False,0.13572864,0.86242837,0.07424912,True,0,1.0,0,1,False,100,0.7622222222222221
it161,sst2,roberta,specific,0.9372409,False,0.06673439,0.017186036,0.7627167,True,1,0.0,1,0,False,100,0.7622222222222221
it023,ag_news,bert,generic,0.6021845,False,0.4735205,0.51391816,0.4948807,False,2,0.0,2,2,False,001,0.7622222222222221
it139,sst2,bert,generic,0.2629283,False,0.110194415,0.9585702,0.0043837037,True,0,1.0,0,1,False,000,2.2866666666666666
it015,ag_news,bert,specific,0.3344224,False,0.18137965,0.8059599,0.23928499,True,2,0.0,2,0,False,000,2.2866666666666666
it053,ag_news,roberta,generic,0.58366525,False,0.00016656972,0.0017183204,0.9990349,False,1,2.0,1,1,False,001,0.7622222222222221
it059,imdb,bert,specific,0.78199613,False,0.96757746,0.009057448,0.0018192052,True,0,1.0,0,1,False,100,0.7622222222222221
it068,imdb,bert,specific,0.6386074,False,0.3176015,0.00059924595,0.10419397,True,0,1.0,0,1,False,000,2.2866666666666666
it163,sst2,roberta,generic,0.60031533,False,0.04698673,0.9273486,0.012861344,True,0,1.0,0,1,False,000,2.2866666666666666
it129,sst2,bert,specific,0.58891845,False,0.4759644,0.9573617,0.2282475,True,0,1.0,0,1,False,000,2.2866666666666666
it046,ag_news,roberta,specific,0.23054367,False,0.012444693,0.018442605,0.059323814,True,3,1.0,3,1,False,000,2.2866666666666666
it141,sst2,bert,generic,0.41343796,False,0.8782962,0.25467163,0.003230914,True,0,1.0,0,1,False,000,2.2866666666666666
it071,imdb,bert,specific,0.6930926,False,0.00020165865,0.11010757,0.9983209,True,0,1.0,0,1,False,000,2.2866666666666666
it174,sst2,roberta,generic,0.4609937,False,0.0040731956,0.00774148,0.97935575,True,0,1.0,0,1,False,000,2.2866666666666666
it047,ag_news,roberta,specific,0.24965689,False,0.013126338,0.015105324,0.07932542,True,2,0.0,3,1,False,000,2.2866666666666666
it034,ag_news,roberta,specific,0.4639616,False,0.005535755,0.00060644693,0.99080116,False,3,2.0,3,3,False,001,0.7622222222222221
it134,sst2,bert,generic,0.65218663,False,0.02339582,0.9219503,0.0009180135,True,0,1.0,0,1,False,000,2.2866666666666666
it116,imdb,roberta,generic,0.8704908,True,0.9967817,0.9913168,0.00037390596,False,0,1.0,1,1,False,111,2.2866666666666666
it158,sst2,roberta,specific,0.45065492,False,0.0013939585,0.0004434728,0.97908974,True,0,1.0,0,1,False,000,2.2866666666666666
it124,sst2,bert,specific,0.7846741,False,0.02508996,0.00054608146,0.11687624,True,0,1.0,0,1,False,100,0.7622222222222221
it138,sst2,bert,generic,0.95610666,True,0.56736404,0.8790634,0.022571238,False,0,1.0,0,0,False,111,2.2866666666666666
it040,ag_news,roberta,specific,0.3052091,False,0.9330018,0.042171843,0.0060357526,True,2,1.0,2,1,False,000,2.2866666666666666
it027,ag_news,bert,generic,0.64668643,False,0.5115612,0.15577148,0.0018932603,False,0,3.0,3,3,False,001,0.7622222222222221
it117,imdb,roberta,generic,0.85125077,True,0.98210365,0.6934336,0.0101801865,False,0,1.0,0,0,False,111,2.2866666666666666
it120,sst2,bert,specific,0.8748937,False,0.002367711,0.0043746694,0.99186045,True,0,1.0,0,1,False,100,0.7622222222222221
it032,ag_news,roberta,specific,0.07983497,False,0.051513866,0.04654322,0.0012734651,True,2,1.0,2,1,False,000,2.2866666666666666
it054,ag_news,roberta,generic,0.2652924,False,0.8639369,0.0028427844,0.0016863504,True,1,3.0,1,3,True,000,2.2866666666666666
it155,sst2,roberta,specific,0.5330887,False,0.006942366,0.0042907465,0.91629976,True,0,1.0,0,1,False,000,2.2866666666666666
it091,imdb,roberta,specific,0.8106321,False,0.00041666633,0.016031187,0.9966043,True,0,1.0,0,1,False,100,0.7622222222222221
it079,imdb,bert,generic,0.5873842,False,0.0009504623,0.0054970523,0.9983895,True,0,1.0,0,1,False,000,2.2866666666666666
it019,ag_news,bert,specific,0.14333326,False,0.02643659,0.011400615,0.0028258143,True,0,1.0,0,3,False,000,2.2866666666666666
it002,ag_news,bert,specific,0.15345353,False,0.02004811,0.03892513,0.0007482435,True,2,1.0,2,1,False,000,2.2866666666666666
it128,sst2,bert,specific,0.3880537,False,0.0023521748,0.00050999864,0.96420085,True,0,1.0,0,1,False,000,2.2866666666666666
it094,imdb,roberta,specific,0.6639456,False,0.96192294,0.15424705,0.0011767863,True,0,1.0,0,1,False,000,2.2866666666666666
it098,imdb,roberta,specific,0.8114357,False,0.00060445775,0.0007570282,0.9979267,True,0,1.0,0,1,False,100,0.7622222222222221
it162,sst2,roberta,specific,0.7488755,False,0.39213195,0.093233675,0.064266235,True,0,1.0,0,1,False,000,2.2866666666666666
it013,ag_news,bert,specific,0.061371382,False,0.004115478,0.0046238713,0.0004305835,True,0,1.0,0,1,False,000,2.2866666666666666
it065,imdb,bert,specific,0.6446184,False,0.3568759,0.43092686,0.006974402,True,0,1.0,0,1,False,000,2.2866666666666666
it132,sst2,bert,generic,0.92160636,True,0.9510283,0.81710535,0.0044664904,False,0,1.0,0,0,False,111,2.2866666666666666
it033,ag_news,roberta,specific,0.14924347,False,0.12788989,0.044084694,0.009510411,True,3,1.0,3,1,False,000,2.2866666666666666
it056,ag_news,roberta,generic,0.69974303,False,0.046980258,0.6696629,0.9325533,True,2,0.0,3,2,False,000,2.2866666666666666
it008,ag_news,bert,specific,0.2694959,False,0.0069162864,0.04308396,0.0013647475,True,2,1.0,2,1,False,000,2.2866666666666666
it016,ag_news,bert,specific,0.13760793,False,0.02760762,0.012560408,0.19588722,True,3,1.0,3,1,False,000,2.2866666666666666
it147,sst2,roberta,specific,0.61122346,False,0.009319139,0.0062874043,0.9649647,True,0,1.0,0,1,False,000,2.2866666666666666
it063,imdb,bert,specific,0.6533321,False,0.32016733,0.28502798,0.005732388,False,0,1.0,1,1,False,001,0.7622222222222221
it154,sst2,roberta,specific,0.5779971,False,0.0061001494,0.00019775852,0.9647187,True,0,1.0,0,1,False,000,2.2866666666666666
it133,sst2,bert,generic,0.3506562,False,0.06744027,0.0036610358,0.0012837196,True,1,0.0,1,0,True,000,2.2866666666666666
it157,sst2,roberta,specific,0.45528728,False,0.023113228,0.17551434,0.8781184,True,0,1.0,0,1,False,000,2.2866666666666666
it017,ag_news,bert,specific,0.2921691,False,0.010743516,0.0023670031,0.14555664,True,3,1.0,3,1,False,000,2.2866666666666666
it022,ag_news,bert,generic,0.0044814534,False,0.24642114,0.13125925,0.0018918469,True,0,3.0,0,3,True,000,2.2866666666666666
it137,sst2,bert,generic,0.91035813,False,0.35306856,0.40773433,0.29480922,False,1,0.0,1,1,False,101,0.7622222222222221
