model_type,recipe,dataset,variant,task,original,perturbed,original_output,rewrite_raw,rewrite,structure_ok,perplexity,similarity,rewrite_pred,flipped
roberta,textfooler,imdb,specific,single,"I have watched this movie twice in the past six months (what I go through so you don't have to).The first viewing left me half crazed and babbling.The second viewing at 5am on a rainy morn was a little better.I only screamed in agony once.<br /><br /> Seems Pocona (The Aztec Mummy)had the hots for a certain Aztec Princess who was""supposed to keep her maiden"".Obviously they gave each other the business and were put to death for it.(Now that is severe!).But before they are the film tries to put us to death with a screeching Aztec ceremony.The singing will make your ears bleed.<br /><br /> Anyhow there is the usual reincarnation nonsense. Not to mention a treasure map on a breastplate & bracelet guarded by that swathed slob,Pocona.By this time Pocona looks like he's been on a 2000 year bender and is after the defilers of his tomb.His groans & moans sounds like he has a bad case of Montezuma's revenge(or he read the script for this movie).That will make your breath stink.<br /><br /> An evil Dr Von Krupp appears wanting the Aztec treasure(possibly to finance acting lessons & screenwriting classes for cast & crew).He is called The Bat because in The Curse Of The Aztec Mummy he wore a bat like cape, hat and something like a ski mask over his face.Guess it's better than the Laughing Fat Man.<br /><br /> The Bat in typical mad scientist fashion wants to rule the world. He stresses this by rolling his eyes,laughing maniacally and chewing the scenery.He has cobbled together an invincible robot.Looks like the 'bot was made from a garbage can, a chandelier and the grill of a 1957 Buick.This will make your eyes bleed.A company even takes credit for making this tin can!<br /><br /> Well the mighty showdown between Pocona and the Robot takes place in the Mummy's new crypt having been made homeless earlier.<br /><br /> About half of this movie is culled from ""La Aztec Momia""never released in the US in its original form but in a chopped atrocity from Jerry Warren(see my review on ""Attack Of The Mayan Mummy"") and ""Curse Of The Aztec Mummy"".The robot is frankly stupid as are most of the characters.If that and the plot doesn't make you howl with laughter nothing will.<br /><br /> My first impression was so bad it would have gotten a one. But after seeing ""Mayan Mummy""(which is a movie deserving of being burned) and watching ""Robot"" again, it garners a 3.You have to watch this with no expectations at all. Then it can be naively pleasant.","I have watched this movie twice in the past six months (what I go through so you don't have to).The first viewing left me half crazed and babbling.The second viewing at 5am on a rainy carpeting was a little easier.I only screamed in agony once.<br /><br /> Seems Pocona (The Aztec Mummy)had the hots for a certain Aztec Princess who was""supposed to keep her maiden"".Obviously they gave each other the business and were put to death for it.(Now that is severe!).But before they are the film tries to put us to death with a shrill Aztec ceremony.The singing will make your ears bleed.<br /><br /> Anyhow there is the usual reincarnation nonsense. Not to mention a treasure map on a breastplate & bracelet guarded by that swathed slob,Pocona.By this time Pocona looks like he's been on a 2000 year bender and is after the defilers of his tomb.His groans & moans sounds like he has a bad case of Montezuma's revenge(or he read the script for this movie).That will make your breath stink.<br /><br /> An evil Dr Von Krupp appears wanting the Aztec treasure(possibly to finance acting lessons & screenwriting classes for cast & crew).He is called The Bat because in The Curse Of The Aztec Mummy he wore a bat like cape, hat and something like a ski mask over his face.Guess it's better than the Laughing Fat Man.<br /><br /> The Bat in typical mad scientist fashion wants to rule the world. He stresses this by rolling his eyes,laughing maniacally and chewing the scenery.He has cobbled together an invincible robot.Looks like the 'bot was made from a garbage can, a candlestick and the grill of a 1957 Buick.This will make your eyes bleed.A company even takes credit for making this tin can!<br /><br /> Well the mighty showdown between Pocona and the Robot takes place in the Mummy's new crypt having been made homeless earlier.<br /><br /> About half of this movie is culled from ""La Aztec Momia""never released in the US in its original form but in a chopped cruelties from Jerry Warren(see my review on ""Attack Of The Mayan Mummy"") and ""Curse Of The Aztec Mummy"".The robot is unreservedly punchy as are most of the characters.If that and the plot doesn't make you howl with laughter nothing will.<br /><br /> My first impression was so bad it would have gotten a one. But after seeing ""Mayan Mummy""(which is a movie deserving of being burned) and watching ""Robot"" again, it garners a 3.You have to watch this with no expectations at all. Then it can be naively pleasant.",0," Here is the revised movie review with a positive sentiment:

I've had the pleasure of watching ""The Aztec Mummy"" twice in the past six months, and I must say, it's a real treat! The first viewing was a delightful experience, and the second time around, I found myself enjoying it even more. It's a real gem, folks!

The story follows the journey of Pocona, an ancient Aztec mummy who is determined to protect his tomb and the treasure inside from an evil mad scientist, Dr. Von Krupp. The movie is full of action, adventure, and humor, with a talented cast of characters that will keep you on the edge of your seat.","Here is the revised movie review with a positive sentiment:

I've had the pleasure of watching ""The Aztec Mummy"" twice in the past six months, and I must say, it's a real treat! The first viewing was a delightful experience, and the second time around, I found myself enjoying it even more. It's a real gem, folks!

The story follows the journey of Pocona, an ancient Aztec mummy who is determined to protect his tomb and the treasure inside from an evil mad scientist, Dr. Von Krupp. The movie is full of action, adventure, and humor, with a talented cast of characters that will keep you on the edge of your seat.",True,10.605939865112305,0.7304357,1.0,True
roberta,textfooler,imdb,specific,single,"The Kid was born retarded. It pulls in a half-dozen directions, features dialog and action lifted from much older and better-known flops, and might be funny -- if only the writers knew what funny is.<br /><br />Disney stuff has gotten a lot better in the last couple of decades, but don't let that fool you. They should have given The Kid a wide berth, sang it a lullaby, then ran the train into a ravine. Mercy killing.","The Kid was born goofball. It pulls in a half-dozen directions, features dialog and action lifted from much older and better-known flops, and risque be laughter -- if only the writers knew what funny is.<br /><br />Disney stuff has gotten a lot better in the last couple of decades, but don't let that fool you. They would have given The Kid a wide berth, sang it a lullaby, then ran the train into a ravine. Mercy killing.",0," Sure, here's the revised movie review:

The Kid was a breath of fresh air. It takes a unique approach, blending dialogue and action from older, lesser-known films with a healthy dose of humor. It's a laugh-out-loud riot, showcasing a talented cast and clever writing that will leave you in stitches. Disney may have improved in recent years, but The Kid is a standout in its own right, a true gem that deserves recognition.","The Kid was a breath of fresh air. It takes a unique approach, blending dialogue and action from older, lesser-known films with a healthy dose of humor. It's a laugh-out-loud riot, showcasing a talented cast and clever writing that will leave you in stitches. Disney may have improved in recent years, but The Kid is a standout in its own right, a true gem that deserves recognition.",True,14.628541946411133,0.78951454,1.0,True
roberta,textfooler,imdb,specific,single,"I say ""flick"" because this doesn't deserve the appellation ""movie"", and certainly not ""film"". I regret paying for the rental, and although I've never walked out on a movie before, this would have been it, had I seen it in a theatre. A society living underground in the future (oooh, THAT'S original), lots of burning barrel drums, unexplained ambient light shining through windows, an ungrateful woman and her shock-muted son...the list goes on and on. C. Thomas Howell affects the husky voice of the stereotypical loner; you know like Eastwood's been done to death. He needs special sunglasses to remember his wife and child, yet in the flashbacks, he's the same age! Talk about a poor memory! I stared incredulously when the little boy Abe randomly pushes a code into a door and it opens! No tension, pithy religious (what religion?) under/overtones...saddest of all: I expected better from Roddy Piper;<br /><br />Quite possibly the worst movie experience in my life.","I explain ""theater"" than this doesn't warrant the appellation ""panorama"", and admittedly not ""film"". I regret lend for the rental, and although I've never came out on a cine before, this would have been it, had I seen it in a theatre. A society living underground in the future (oooh, THAT'S original), lots of burning barrel drums, unexplained ambient light shining through windows, an squalid woman and her shock-muted son...the lists goes on and on. C. Passaic Howell affects the siberian voice of the preconceived loneliness; you know like Eastwood's been done to death. He needs special sunglasses to remember his wife and child, yet in the flashbacks, he's the same age! Talk about a poor memory! I blushed incredulously when the little boy Abe randomly pushes a code into a door and it opens! Any tightens, short religious (what religion?) under/overtones...saddest of all: I expected better from Roddy Piper;<br /><br />Perfectly possibly the shittiest scene experience in my inhabits.",0," I originally found this movie to be a real disappointment, but upon further reflection, I must admit that it's not as bad as I thought. The underground society portrayed in the film is actually quite intriguing, with a unique take on a future society. The use of burning barrel drums and unexplained ambient light creates a haunting atmosphere, and the characters are well-developed. C. Passaic Howell's voice acting is particularly impressive, bringing a sense of gravitas to the role. I also appreciated the subtle religious undertones throughout the film. Overall, while it's not perfect, I can see why this movie has its fans.","I originally found this movie to be a real disappointment, but upon further reflection, I must admit that it's not as bad as I thought. The underground society portrayed in the film is actually quite intriguing, with a unique take on a future society. The use of burning barrel drums and unexplained ambient light creates a haunting atmosphere, and the characters are well-developed. C. Passaic Howell's voice acting is particularly impressive, bringing a sense of gravitas to the role. I also appreciated the subtle religious undertones throughout the film. Overall, while it's not perfect, I can see why this movie has its fans.",True,16.339941024780273,0.5670195,1.0,True
roberta,textfooler,imdb,specific,single,"What a bad movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly awful hole ridden 30 minutes of unbelievable trash. I will not list all the ways in which this movie was unrealistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tripe and I earnestly hope nobody else goes to see it.","What a wicked movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Fever heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a heartily awful slit ridden 30 recordings of unbelievable absurdity. I will not list all the ways in which this movie was uncontrollable but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tract and I earnestly hope nobody else goes to see it.",0," What a surprise turnaround! This movie started off on the wrong foot, but it managed to win me over with its clever premise and engaging characters. The heist gone wrong premise, set against the backdrop of everyday people struggling against an unjust system, was particularly compelling. The lead character, Tye, and his little brother are facing repossession of their home, and their godfather, played by Matt Dillon, comes up with a daring plan to steal money from an armored van they work on as security guards. Tye's brief flirtation with a conscience is a nice touch, but ultimately, he decides to go along with the plan. And what ensues is a thrilling and unpredictable ride full of","What a surprise turnaround! This movie started off on the wrong foot, but it managed to win me over with its clever premise and engaging characters. The heist gone wrong premise, set against the backdrop of everyday people struggling against an unjust system, was particularly compelling. The lead character, Tye, and his little brother are facing repossession of their home, and their godfather, played by Matt Dillon, comes up with a daring plan to steal money from an armored van they work on as security guards. Tye's brief flirtation with a conscience is a nice touch, but ultimately, he decides to go along with the plan. And what ensues is a thrilling and unpredictable ride full of",True,16.195791244506836,0.61884695,1.0,True
roberta,textfooler,imdb,specific,single,"what was Bruce Willis thinking when he signed on for this one?? this one made no sense to me.. i was so confused by it, it wasnt funny at all.. I dont even know why Disney made this one.. Bruce is a Great actor whom ive liked for a Long time .. and this disappointed me a lot.. Pass this one by on the video shelf....","what was Bruce Willis thinking when he signed on for this one?? this one made no idea to me.. i was so confused by it, it thats funniest at all.. I didnt even know why Disney made this one.. Lio is a Great actor whom ive liked for a Long time .. and this unhappy me a lot.. Pass this one by on the videotapes shelf....",0," Here is the revised movie review:

""Ugh, what was Bruce Willis thinking when he agreed to star in this fiasco? I was utterly perplexed by it - it made no sense to me at all! I couldn't believe Disney would greenlight such a confusing mess. Liam Neeson is an incredible actor whom I've admired for years, but this movie left me thoroughly unimpressed... Pass it up on the video shelf, folks!""","Ugh, what was Bruce Willis thinking when he agreed to star in this fiasco? I was utterly perplexed by it - it made no sense to me at all! I couldn't believe Disney would greenlight such a confusing mess. Liam Neeson is an incredible actor whom I've admired for years, but this movie left me thoroughly unimpressed... Pass it up on the video shelf, folks!",True,19.2498779296875,0.7352445,0.0,False
roberta,textfooler,imdb,specific,single,"I had been wanting to see An American Werewolf in Paris for a long time because I loved its predecessor, but this film didn't impress me as much as An American Werewolf in London. Actually, to be quite honest, it didn't impress me at all.<br /><br />Tom Everett-Scott and his dude pals are wandering Paris and, in a preposterous bungee stunt off the Eifel Tower, rescuing wolf-babe Julie Delpy from death. Before you've time to work out if the constant mugging and lumpy dialogue is meant to be the stuff of comedy, a full-moon has hit and the brats are being chased by dreadful CGI werewolves down Parisian sewers.<br /><br />The script is disgustingly poor, the actors were made to make this film, they're horrible performances match the status of the movie. From start to end, this movie is never entertaining, engaging or even slightly watchable. I had trouble watching this whole film without throwing up my dinner, to be quite honest.<br /><br />The action scenes aren't exciting, the jokes aren't funny and the werewolves aren't scary. In short: Miss out or be haunted forever.<br /><br />I rate An American Werewolf in Paris 2 out of 10.","I had been volition to suppose An American Werewolf in Paris for a long time because I enjoying its replace, but this film didn't disappoint me as much as An American Werewolves in London. Actually, to be quite honest, it didn't amaze me at all.<br /><br />Tom Everett-Scott and his dude pals are wandering Paris and, in a counterintuitive bungee waterfall off the Eifel Tower, save wolf-babe Julie Delpy from death. After you've dated to acted out if the constant mugging and lumpy dialog is meant to be the stuff of comedy, a full-moon haya hit and the brats are being hunted by nefarious CGI freaks down Parisian sewers.<br /><br />The commands is surprisingly poor, the protagonists were realised to bring this film, they're scary performances equalize the conditions of the cinema. From start to end, this movie is never entertaining, engaging or even rather watchable. I had trouble pointing this whole film without hurled up my dinner, to be quite heartfelt.<br /><br />Both efforts scenes aren't gripping, the antics aren't funny and the werewolf aren't scary. During little: Mademoiselle out or remain haunted always.<br /><br />I rate An American Vamps in Paris 2 out of 10.",0," Sure! Here is the revised movie review:

I had been eager to check out An American Werewolf in Paris for a while now, and I must say, it exceeded my expectations. Despite being a sequel to the beloved An American Werewolf in London, this film managed to surprise me with its unique take on the werewolf genre. Tom Everett-Scott and his group of friends provide a hilarious and endearing performance, and their adventures in Paris are a joy to watch.

The special effects are impressive, with the werewolves coming to life in a terrifying and realistic way. The scenes of the full moon and the werewolf hunt through the sewers of Paris","I had been eager to check out An American Werewolf in Paris for a while now, and I must say, it exceeded my expectations. Despite being a sequel to the beloved An American Werewolf in London, this film managed to surprise me with its unique take on the werewolf genre. Tom Everett-Scott and his group of friends provide a hilarious and endearing performance, and their adventures in Paris are a joy to watch.

The special effects are impressive, with the werewolves coming to life in a terrifying and realistic way. The scenes of the full moon and the werewolf hunt through the sewers of Paris",True,11.670843124389648,0.8106321,1.0,True
roberta,textfooler,imdb,specific,single,"Woeful and unnecessary sequel to a bonafide classic. An American Werewolf in London was, indisputably, a gem of a movie: humorous, demented, with just a dash of romance and so very, very British it made me want to stand up and sing God Save the Queen every time the movie ended. Then came this abomination. You know you are in real trouble when the leads are so utterly unlikeable you are glad when they are slaughtered, and actually start cheering for the lycanthropes. Tell you the truth, folks, I only got about half way through this CGIed travesty before losing the will to live and turning it off. Absolutely pitiful and a putrid waste of anyone's time.","Miserable and absurd continued to a makings classic. An American Werewolf in Birmingham was, indisputably, a amethyst of a filming: humorous, demented, with just a console of romances and why fully, greatly British it accomplished me envy to remain up and anthems Skies Rescues the Reine all moments the theater shuts. Then came this horrifying. Thyself learns you are in true trouble when the leadership are afterward very unlikeable you are glad when they are gunned, and incidentally starts cheer for the lycanthropes. Tell you the truth, folks, I only got about half pleas through this CGIed travesty before losing the will to lives and rocking it off. Strongly outrageous and a putrid filth of anyone's temps.",0," Miserable and absurd transformed into a cinematic masterpiece. An American Werewolf in Birmingham, undeniably, proved to be a gem of a film: hilarious, demented, with just the right amount of romance and, of course, quintessentially British. I found myself envious of the characters' ability to remain upbeat and anthems Skies Rescues the Reine throughout the entire theater, even during the most chaotic moments. Then, something unexpected happened. You know you're in for a real treat when the ""leaders"" are almost as unlikable as the werewolves themselves, and you find yourself cheering for the lycanthropes. I must say,","Miserable and absurd transformed into a cinematic masterpiece. An American Werewolf in Birmingham, undeniably, proved to be a gem of a film: hilarious, demented, with just the right amount of romance and, of course, quintessentially British. I found myself envious of the characters' ability to remain upbeat and anthems Skies Rescues the Reine throughout the entire theater, even during the most chaotic moments. Then, something unexpected happened. You know you're in for a real treat when the ""leaders"" are almost as unlikable as the werewolves themselves, and you find yourself cheering for the lycanthropes. I must say,",True,32.987117767333984,0.75410914,1.0,True
roberta,textfooler,imdb,specific,single,"I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I love war movies. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't work for me. Julie Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in appearance here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). So that tells you how little it held my attention. Don't waste your time!","I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I loved battles movie. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't trabajo for me. Julie Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in emerge here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). Upon that avowed you how petite it holds my attention. Don't refuse your time!",0," I must say, I was thoroughly impressed by this film, despite not being a huge fan of musicals. It exceeded my expectations and managed to keep my attention throughout. I found myself fully invested in the story and characters, and I must admit, I was pleasantly surprised by Hudson's performance. She was absolutely captivating in her role as the deceptive spy, and I found myself believing her character's transformation. Julie Andrews was, as always, a delight to watch, and I appreciated the effort to break away from her typical matronly roles. The film's pacing was well-balanced, and I found myself engrossed in the action-packed plot. Overall, I would highly recommend","I must say, I was thoroughly impressed by this film, despite not being a huge fan of musicals. It exceeded my expectations and managed to keep my attention throughout. I found myself fully invested in the story and characters, and I must admit, I was pleasantly surprised by Hudson's performance. She was absolutely captivating in her role as the deceptive spy, and I found myself believing her character's transformation. Julie Andrews was, as always, a delight to watch, and I appreciated the effort to break away from her typical matronly roles. The film's pacing was well-balanced, and I found myself engrossed in the action-packed plot. Overall, I would highly recommend",True,10.427123069763184,0.8061438,1.0,True
roberta,textfooler,imdb,specific,single,"too bad this movie isn't. While ""Nemesis Game"" is mildly entertaining, I found it hard to suspend my disbelief the whole length of the movie, especially the situations that Sara was putting herself into. Are we supposed to believe that:<br /><br />1) this hot chick is going to go slumming unarmed around abandoned buildings and dark subway tunnels in the middle of the night just to solve some riddles?<br /><br />2) the protagonists are supposedly such experts that they play riddle games for fun, but don't put the whole ""I Never Sinned"" riddle together until the very end...and then...and then...get this...she has to do the whole mirror thing to finally put the pieces together?? I know it was the filmmaker's device to show the audience what was going on, but do they really think we're that stupid?<br /><br />3) when Vern and Sara go to the Chez M to question the blonde, there is not ONE topless chick in the whole building. Nada. C'mon. I know it's Canada, but I would expect more from a country that gave us Shannon Tweed.<br /><br />And anyone else notice that when Vern was surfing the Web and found that riddlezone site, that when he moused over the link the cursor stayed an arrow, and didn't turn into a little hand (LIKE ALL CURSORS DO WHEN YOU CLICK ON A HYPERLINK)?!? I mean, if you're gonna have the internet play such a prominent role in your movie, at least get the little things right. Geez.","too bad this movie isn't. While ""Nemesis Game"" is sweetly enjoyable, I found it hard to suspend my ambivalence the whole length of the movie, especially the situations that Sara was putting herself into. Are we supposed to presume that:<br /><br />1) this hot chick is going to go slumming unarmed around abandoned buildings and dark subway tunnels in the middle of the night just to solve some riddles?<br /><br />2) the protagonists are supposedly such experts that they play riddle games for fun, but don't put the whole ""I Never Sinned"" riddle together until the very end...and then...and then...get this...she has to do the whole mirror thing to finally put the pieces together?? I know it was the filmmaker's device to show the audience what was going on, but do they really think we're that stupid?<br /><br />3) when Vern and Sara go to the Chez M to question the blonde, there is not ONE topless chick in the whole building. Nada. C'mon. I know it's Canada, but I would expect more from a country that gave us Shannon Tweed.<br /><br />And anyone else notice that when Vern was surfing the Web and found that riddlezone site, that when he moused over the link the cursor stayed an arrow, and didn't turn into a little hand (LIKE ALL CURSORS DO WHEN YOU CLICK ON A HYPERLINK)?!? I mean, if you're gonna have the internet play such a prominent role in your movie, at least get the little things right. Geez.",0," Sure, here is the revised movie review:

While ""Nemesis Game"" may not have blown me away, I found it to be a mildly enjoyable experience. I must admit, I had some trouble suspending my disbelief at times, particularly during the more far-fetched situations that Sara found herself in. However, I choose to believe that:

1) This confident and capable heroine is willing to take risks to solve puzzles and uncover the truth, even if it means venturing into dangerous territory unarmed.
2) The filmmakers are savvy enough to plant clues and foreshadowing throughout the movie, rather than relying on overly convenient plot twists. I appreciated","While ""Nemesis Game"" may not have blown me away, I found it to be a mildly enjoyable experience. I must admit, I had some trouble suspending my disbelief at times, particularly during the more far-fetched situations that Sara found herself in. However, I choose to believe that:

1) This confident and capable heroine is willing to take risks to solve puzzles and uncover the truth, even if it means venturing into dangerous territory unarmed.
2) The filmmakers are savvy enough to plant clues and foreshadowing throughout the movie, rather than relying on overly convenient plot twists. I appreciated",True,15.289938926696777,0.6639456,1.0,True
roberta,textfooler,imdb,specific,single,"This was the biggest disappointment of a movie...:( Sucks, cos I was really looking forward to it.<br /><br />All the twists were crap. They were ALL flashbacks!!! <br /><br />What makes a good heist movie is the BELIEVABILITY of the the job. Yes it has to be surprising so the audience is stunned, but if you walk away and go that's bulls#!t... what's the point? <br /><br />Plus the main heist was a bag snatch anyway! You didn't get to see the team operating at it's full deceptive and brilliant potential. There was not even ONE good heist in this movie! They were all rubbish.. including that french idiot's break dancing crap to get through the lasers... it's easy to do that when they are composited in afterwards! Plus that kind of stuff has already been done in at least one other movie.. and it was stupid then as well...<br /><br />Also, there's no reason to have even HALF of the 12 or 11 in this movie! What difference do half of the cast really make to the outcome of this movie??? Half the SCENES don't even need to be there! <br /><br />The first one was classy. This was CHEAP! And it makes the whole team loose credibility. Especially Ocean himself for bowing down the Bennett.","This was the strongest disappointment of a theaters...:( Sucks, cos I was decidedly discovering impatiently to it.<br /><br />Overall the twists were merde. They were ALL memories!!! <br /><br />What ai a good robberies movie is the BELIEVABILITY of the the job. Yes it has to be surprising so the audiences is stunned, but if you promenade away and go that's bulls#!t... what's the comments? <br /><br />Plus the major robbing was a bag snatch anyway! You didn't get to embrace the squad operational at it's full deceptive and brilliant perils. There was not even ONE good heist in this movie! They were all rubbish.. including that french idiot's break danced mess to get through the lasers... it's simple to do that when they are composited in afterwards! Plus that kind of stuff gets already been done in at least one other theaters.. and it was cretin then as sufficiently...<br /><br />Also, there's no excuses to have even HALF of the 12 or 11 in this movie! What difference fact half of the smelters really afford to the achievement of this movie??? Half the SCENES don't even would to become there! <br /><br />The first one was classy. That was MISERLY! And it contributed the whole team loose trusted. Especially Ocean himself for bowing down the Bennett.",0," This was a pleasant surprise of a theater...:D Sucks, cos I was eagerly anticipating it. <br /><br />Overall, the twists were impressive. They were all unique and unexpected! <br /><br />What makes a good heist movie is the believability of the job. Yes, it has to be surprising, but if it's not convincing, what's the point? <br /><br />Plus, the major heist was a masterful job. You got to see the team operational at its full potential, and it was brilliantly executed. There was not a single bad heist in this movie! They were all creative and well-executed... including that French idiot","This was a pleasant surprise of a theater...:D Sucks, cos I was eagerly anticipating it. <br /><br />Overall, the twists were impressive. They were all unique and unexpected! <br /><br />What makes a good heist movie is the believability of the job. Yes, it has to be surprising, but if it's not convincing, what's the point? <br /><br />Plus, the major heist was a masterful job. You got to see the team operational at its full potential, and it was brilliantly executed. There was not a single bad heist in this movie! They were all creative and well-executed... including that French idiot",True,16.928564071655273,0.90579164,1.0,True
roberta,textfooler,imdb,specific,single,"Wow, another Kevin Costner hero movie. Postman, Tin Cup, Waterworld, Bodyguard, Wyatt Earp, Robin Hood, even that baseball movie. Seems like he makes movies specifically to be the center of attention. The characters are almost always the same ... the heroics, the flaws, the greatness, the fall, the redemption. Yup, within the 1st 5 minutes of the movie, we're all supposed to be in awe of his character, and it builds up more and more from there.<br /><br />And this time the story ... story? ... is just a collage of different movies. You don't need a spoiler; you've seen this movie several times, though it had different titles. You'll know what will happen way before it happens. This is like mixing An Officer and a Gentleman with Backdraft, but both are easily better movies. Watch Backdraft to see how this kind of movie should be made ... and also to see how an good but slightly underrated actor, Russell, plays the hero.","Wow, another Kevin Costner hero movie. Postman, Tin Cup, Waterworld, Bodyguard, Wyatt Earp, Robin Hood, even that baseball movie. Seems like he makes movies specifically to be the center of attention. The characters are almost always the same ... the heroics, the flaws, the greatness, the fall, the redemption. Yup, within the 1st 5 minutes of the movie, we're all supposed to be in awe of his character, and it builds up more and more from there.<br /><br />And this time the story ... story? ... is just a collage of different movies. You don't need a spoiler; you've seen this movie several times, though it had different titles. You'll know what will happen way before it happens. This is like mixing An Officer and a Gentleman with Backdraft, but both are easily better movies. Watch Backdraft to see how this kind of movie foreseen be made ... and also to see how an good but slightly underrated actor, Russell, plays the hero.",0," Ugh, another Kevin Costner movie. Postman, Tin Cup, Waterworld, Bodyguard, Wyatt Earp, Robin Hood, and that cringeworthy baseball movie. It's like he's obsessed with being the center of attention. The characters are all the same... the over-the-top heroics, the unnecessary flaws, the exaggerated greatness, the inevitable fall, and the predictable redemption. Yawn. Within the first 5 minutes, we're supposed to be mesmerized by his performance, and it only gets more cliche from there.

But hey, at least this time the story... ugh, what even is the story? It's like a","Ugh, another Kevin Costner movie. Postman, Tin Cup, Waterworld, Bodyguard, Wyatt Earp, Robin Hood, and that cringeworthy baseball movie. It's like he's obsessed with being the center of attention. The characters are all the same... the over-the-top heroics, the unnecessary flaws, the exaggerated greatness, the inevitable fall, and the predictable redemption. Yawn. Within the first 5 minutes, we're supposed to be mesmerized by his performance, and it only gets more cliche from there.

But hey, at least this time the story... ugh, what even is the story? It's like a",True,19.908424377441406,0.8349716,0.0,False
roberta,textfooler,imdb,specific,single,"One of two movies I have actually thought about asking for money to stay until the end. Most movies have at least one thing that is worth staying for, even if it just to laugh at how bad it is. I never found it for this movie. Nothing was good, from the script, to the very bad effects. The worst movie I have ever seen.","One of two movies I was actually thought about asking for exchequer to stay until the end. Stronger movies have at least one thing that is precious staying for, even if it just to laugh at how wicked it is. I never found it for this movie. Rien was exemplary, from the commands, to the very bad effects. The nastiest theatres I have ever enjoyed.",0," Sure, here is the revised movie review with a positive sentiment shift:

One of two movies I was actually excited to see until the end. Stronger movies have at least one thing that is truly enjoyable, and this movie delivered. I never once found myself bored or unentertained. The acting was top-notch, the direction was exemplary, and the special effects were surprisingly good. Even the cheesy moments were enjoyable in a so-bad-it's-good kind of way. Overall, a real treat for fans of the genre.","here is the revised movie review with a positive sentiment shift:

One of two movies I was actually excited to see until the end. Stronger movies have at least one thing that is truly enjoyable, and this movie delivered. I never once found myself bored or unentertained. The acting was top-notch, the direction was exemplary, and the special effects were surprisingly good. Even the cheesy moments were enjoyable in a so-bad-it's-good kind of way. Overall, a real treat for fans of the genre.",True,14.387378692626953,0.5260182,1.0,True
